日期	区县	诊断	来源口径	计数
2022-04-19	金山	确诊	闭环	0
2022-04-19	金山	确诊	社会面	0
2022-04-19	金山	确诊	转诊	1
2022-04-19	金山	无症状	闭环	8
2022-04-19	金山	无症状	社会面	0
2022-04-19	松江	确诊	闭环	57
2022-04-19	松江	确诊	社会面	0
2022-04-19	松江	确诊	转诊	1
2022-04-19	松江	无症状	闭环	265
2022-04-19	松江	无症状	社会面	2
2022-04-19	青浦	确诊	闭环	67
2022-04-19	青浦	确诊	社会面	1
2022-04-19	青浦	确诊	转诊	4
2022-04-19	青浦	无症状	闭环	310
2022-04-19	青浦	无症状	社会面	7
2022-04-19	奉贤	确诊	闭环	0
2022-04-19	奉贤	确诊	社会面	0
2022-04-19	奉贤	确诊	转诊	2
2022-04-19	奉贤	无症状	闭环	56
2022-04-19	奉贤	无症状	社会面	2
2022-04-19	崇明	确诊	闭环	20
2022-04-19	崇明	确诊	社会面	0
2022-04-19	崇明	确诊	转诊	5
2022-04-19	崇明	无症状	闭环	55
2022-04-19	崇明	无症状	社会面	0
2022-04-20	浦东	确诊	闭环	575
2022-04-20	浦东	确诊	社会面	26
2022-04-20	浦东	确诊	转诊	155
2022-04-20	浦东	无症状	闭环	3605
2022-04-20	浦东	无症状	社会面	104
2022-04-20	黄浦	确诊	闭环	207
2022-04-20	黄浦	确诊	社会面	10
2022-04-20	黄浦	确诊	转诊	35
2022-04-20	黄浦	无症状	闭环	2809
2022-04-20	黄浦	无症状	社会面	36
2022-04-20	静安	确诊	闭环	128
2022-04-20	静安	确诊	社会面	10
2022-04-20	静安	确诊	转诊	26
2022-04-20	静安	无症状	闭环	963
2022-04-20	静安	无症状	社会面	3
2022-04-20	徐汇	确诊	闭环	118
2022-04-20	徐汇	确诊	社会面	18
2022-04-20	徐汇	确诊	转诊	55
2022-04-20	徐汇	无症状	闭环	1234
2022-04-20	徐汇	无症状	社会面	22
2022-04-20	长宁	确诊	闭环	78
2022-04-20	长宁	确诊	社会面	35
2022-04-20	长宁	确诊	转诊	10
2022-04-20	长宁	无症状	闭环	590
2022-04-20	长宁	无症状	社会面	13
2022-04-20	普陀	确诊	闭环	27
2022-04-20	普陀	确诊	社会面	11
2022-04-20	普陀	确诊	转诊	11
2022-04-20	普陀	无症状	闭环	485
2022-04-20	普陀	无症状	社会面	21
2022-04-20	虹口	确诊	闭环	67
2022-04-20	虹口	确诊	社会面	28
2022-04-20	虹口	确诊	转诊	7
2022-04-20	虹口	无症状	闭环	726
2022-04-20	虹口	无症状	社会面	4
2022-04-20	杨浦	确诊	闭环	174
2022-04-20	杨浦	确诊	社会面	5
2022-04-20	杨浦	确诊	转诊	23
2022-04-20	杨浦	无症状	闭环	1792
2022-04-20	杨浦	无症状	社会面	11
2022-04-20	宝山	确诊	闭环	76
2022-04-20	宝山	确诊	社会面	20
2022-04-20	宝山	确诊	转诊	11
2022-04-20	宝山	无症状	闭环	718
2022-04-20	宝山	无症状	社会面	8
2022-04-20	闵行	确诊	闭环	239
2022-04-20	闵行	确诊	社会面	26
2022-04-20	闵行	确诊	转诊	26
2022-04-20	闵行	无症状	闭环	1388
2022-04-20	闵行	无症状	社会面	7
2022-04-20	嘉定	确诊	闭环	64
2022-04-20	嘉定	确诊	社会面	5
2022-04-20	嘉定	确诊	转诊	13
2022-04-20	嘉定	无症状	闭环	556
2022-04-20	嘉定	无症状	社会面	3
2022-04-20	金山	确诊	闭环	9
2022-04-20	金山	确诊	社会面	0
2022-04-20	金山	确诊	转诊	7
2022-04-20	金山	无症状	闭环	8
2022-04-20	金山	无症状	社会面	1
2022-04-20	松江	确诊	闭环	142
2022-04-20	松江	确诊	社会面	1
2022-04-20	松江	确诊	转诊	22
2022-04-20	松江	无症状	闭环	505
2022-04-20	松江	无症状	社会面	6
2022-04-20	青浦	确诊	闭环	60
2022-04-20	青浦	确诊	社会面	4
2022-04-20	青浦	确诊	转诊	56
2022-04-20	青浦	无症状	闭环	157
2022-04-20	青浦	无症状	社会面	3
2022-04-20	奉贤	确诊	闭环	5
2022-04-20	奉贤	确诊	社会面	0
2022-04-20	奉贤	确诊	转诊	1
2022-04-20	奉贤	无症状	闭环	26
2022-04-20	奉贤	无症状	社会面	0
2022-04-20	崇明	确诊	闭环	7
2022-04-20	崇明	确诊	社会面	0
2022-04-20	崇明	确诊	转诊	1
2022-04-20	崇明	无症状	闭环	57
2022-04-20	崇明	无症状	社会面	0
2022-04-21	浦东	确诊	闭环	378
2022-04-21	浦东	确诊	社会面	17
2022-04-21	浦东	确诊	转诊	14
2022-04-21	浦东	无症状	闭环	4226
2022-04-21	浦东	无症状	社会面	20
2022-04-21	黄浦	确诊	闭环	150
2022-04-21	黄浦	确诊	社会面	17
2022-04-21	黄浦	确诊	转诊	25
2022-04-21	黄浦	无症状	闭环	1556
2022-04-21	黄浦	无症状	社会面	4
2022-04-21	静安	确诊	闭环	140
2022-04-21	静安	确诊	社会面	9
2022-04-21	静安	确诊	转诊	1
2022-04-21	静安	无症状	闭环	1906
2022-04-21	静安	无症状	社会面	8
2022-04-21	徐汇	确诊	闭环	258
2022-04-21	徐汇	确诊	社会面	12
2022-04-21	徐汇	确诊	转诊	77
2022-04-21	徐汇	无症状	闭环	981
2022-04-21	徐汇	无症状	社会面	38
2022-04-21	长宁	确诊	闭环	83
2022-04-21	长宁	确诊	社会面	1
2022-04-21	长宁	确诊	转诊	1
2022-04-21	长宁	无症状	闭环	404
2022-04-21	长宁	无症状	社会面	7
2022-04-21	普陀	确诊	闭环	86
2022-04-21	普陀	确诊	社会面	6
2022-04-21	普陀	确诊	转诊	2
2022-04-21	普陀	无症状	闭环	389
2022-04-21	普陀	无症状	社会面	6
2022-04-21	虹口	确诊	闭环	98
2022-04-21	虹口	确诊	社会面	4
2022-04-21	虹口	确诊	转诊	1
2022-04-21	虹口	无症状	闭环	780
2022-04-21	虹口	无症状	社会面	2
2022-04-21	杨浦	确诊	闭环	50
2022-04-21	杨浦	确诊	社会面	3
2022-04-21	杨浦	确诊	转诊	1
2022-04-21	杨浦	无症状	闭环	482
2022-04-21	杨浦	无症状	社会面	7
2022-04-21	宝山	确诊	闭环	123
2022-04-21	宝山	确诊	社会面	10
2022-04-21	宝山	确诊	转诊	3
2022-04-21	宝山	无症状	闭环	839
2022-04-21	宝山	无症状	社会面	3
2022-04-21	闵行	确诊	闭环	135
2022-04-21	闵行	确诊	社会面	18
2022-04-21	闵行	确诊	转诊	0
2022-04-21	闵行	无症状	闭环	2383
2022-04-21	闵行	无症状	社会面	27
2022-04-21	嘉定	确诊	闭环	77
2022-04-21	嘉定	确诊	社会面	3
2022-04-21	嘉定	确诊	转诊	0
2022-04-21	嘉定	无症状	闭环	687
2022-04-21	嘉定	无症状	社会面	9
2022-04-21	金山	确诊	闭环	2
2022-04-21	金山	确诊	社会面	0
2022-04-21	金山	确诊	转诊	6
2022-04-21	金山	无症状	闭环	22
2022-04-21	金山	无症状	社会面	0
2022-04-21	松江	确诊	闭环	22
2022-04-21	松江	确诊	社会面	0
2022-04-21	松江	确诊	转诊	0
2022-04-21	松江	无症状	闭环	469
2022-04-21	松江	无症状	社会面	2
2022-04-21	青浦	确诊	闭环	54
2022-04-21	青浦	确诊	社会面	3
2022-04-21	青浦	确诊	转诊	3
2022-04-21	青浦	无症状	闭环	311
2022-04-21	青浦	无症状	社会面	14
2022-04-21	奉贤	确诊	闭环	10
2022-04-21	奉贤	确诊	社会面	0
2022-04-21	奉贤	确诊	转诊	4
2022-04-21	奉贤	无症状	闭环	20
2022-04-21	奉贤	无症状	社会面	0
2022-04-21	崇明	确诊	闭环	19
2022-04-21	崇明	确诊	社会面	0
2022-04-21	崇明	确诊	转诊	5
2022-04-21	崇明	无症状	闭环	96
2022-04-21	崇明	无症状	社会面	0
2022-04-22	浦东	确诊	闭环	519
2022-04-22	浦东	确诊	社会面	3
2022-04-22	浦东	确诊	转诊	182
2022-04-22	浦东	无症状	闭环	7229
2022-04-22	浦东	无症状	社会面	28
2022-04-22	黄浦	确诊	闭环	167
2022-04-22	黄浦	确诊	社会面	8
2022-04-22	黄浦	确诊	转诊	260
2022-04-22	黄浦	无症状	闭环	2406
2022-04-22	黄浦	无症状	社会面	2
2022-04-22	静安	确诊	闭环	64
2022-04-22	静安	确诊	社会面	8
2022-04-22	静安	确诊	转诊	4
2022-04-22	静安	无症状	闭环	701
2022-04-22	静安	无症状	社会面	9
2022-04-22	徐汇	确诊	闭环	20
2022-04-22	徐汇	确诊	社会面	24
2022-04-22	徐汇	确诊	转诊	79
2022-04-22	徐汇	无症状	闭环	1125
2022-04-22	徐汇	无症状	社会面	27
2022-04-22	长宁	确诊	闭环	87
2022-04-22	长宁	确诊	社会面	1
2022-04-22	长宁	确诊	转诊	76
2022-04-22	长宁	无症状	闭环	545
2022-04-22	长宁	无症状	社会面	4
2022-04-22	普陀	确诊	闭环	36
2022-04-22	普陀	确诊	社会面	4
2022-04-22	普陀	确诊	转诊	31
2022-04-22	普陀	无症状	闭环	450
2022-04-22	普陀	无症状	社会面	2
2022-04-22	虹口	确诊	闭环	113
2022-04-22	虹口	确诊	社会面	1
2022-04-22	虹口	确诊	转诊	314
2022-04-22	虹口	无症状	闭环	564
2022-04-22	虹口	无症状	社会面	5
2022-04-22	杨浦	确诊	闭环	79
2022-04-22	杨浦	确诊	社会面	3
2022-04-22	杨浦	确诊	转诊	6
2022-04-22	杨浦	无症状	闭环	1257
2022-04-22	杨浦	无症状	社会面	11
2022-04-22	宝山	确诊	闭环	116
2022-04-22	宝山	确诊	社会面	6
2022-04-22	宝山	确诊	转诊	57
2022-04-22	宝山	无症状	闭环	1836
2022-04-22	宝山	无症状	社会面	18
2022-04-22	闵行	确诊	闭环	104
2022-04-22	闵行	确诊	社会面	12
2022-04-22	闵行	确诊	转诊	92
2022-04-22	闵行	无症状	闭环	1080
2022-04-22	闵行	无症状	社会面	17
2022-04-22	嘉定	确诊	闭环	67
2022-04-22	嘉定	确诊	社会面	1
2022-04-22	嘉定	确诊	转诊	8
2022-04-22	嘉定	无症状	闭环	419
2022-04-22	嘉定	无症状	社会面	5
2022-04-22	金山	确诊	闭环	0
2022-04-22	金山	确诊	社会面	0
2022-04-22	金山	确诊	转诊	0
2022-04-22	金山	无症状	闭环	25
2022-04-22	金山	无症状	社会面	1
2022-04-22	松江	确诊	闭环	115
2022-04-22	松江	确诊	社会面	2
2022-04-22	松江	确诊	转诊	3
2022-04-22	松江	无症状	闭环	2446
2022-04-22	松江	无症状	社会面	2
2022-04-22	青浦	确诊	闭环	41
2022-04-22	青浦	确诊	社会面	1
2022-04-22	青浦	确诊	转诊	2
2022-04-22	青浦	无症状	闭环	302
2022-04-22	青浦	无症状	社会面	13
2022-04-22	奉贤	确诊	闭环	5
2022-04-22	奉贤	确诊	社会面	0
2022-04-22	奉贤	确诊	转诊	1
2022-04-22	奉贤	无症状	闭环	2
2022-04-22	奉贤	无症状	社会面	0
2022-04-22	崇明	确诊	闭环	9
2022-04-22	崇明	确诊	社会面	0
2022-04-22	崇明	确诊	转诊	5
2022-04-22	崇明	无症状	闭环	103
2022-04-22	崇明	无症状	社会面	0
2022-04-23	浦东	确诊	闭环	202
2022-04-23	浦东	确诊	社会面	3
2022-04-23	浦东	确诊	转诊	336
2022-04-23	浦东	无症状	闭环	7026
2022-04-23	浦东	无症状	社会面	59
2022-04-23	黄浦	确诊	闭环	42
2022-04-23	黄浦	确诊	社会面	1
2022-04-23	黄浦	确诊	转诊	53
2022-04-23	黄浦	无症状	闭环	1863
2022-04-23	黄浦	无症状	社会面	0
2022-04-23	静安	确诊	闭环	36
2022-04-23	静安	确诊	社会面	2
2022-04-23	静安	确诊	转诊	2
2022-04-23	静安	无症状	闭环	426
2022-04-23	静安	无症状	社会面	5
2022-04-23	徐汇	确诊	闭环	77
2022-04-23	徐汇	确诊	社会面	7
2022-04-23	徐汇	确诊	转诊	7
2022-04-23	徐汇	无症状	闭环	1617
2022-04-23	徐汇	无症状	社会面	14
2022-04-23	长宁	确诊	闭环	18
2022-04-23	长宁	确诊	社会面	0
2022-04-23	长宁	确诊	转诊	51
2022-04-23	长宁	无症状	闭环	641
2022-04-23	长宁	无症状	社会面	17
2022-04-23	普陀	确诊	闭环	29
2022-04-23	普陀	确诊	社会面	1
2022-04-23	普陀	确诊	转诊	9
2022-04-23	普陀	无症状	闭环	439
2022-04-23	普陀	无症状	社会面	0
2022-04-23	虹口	确诊	闭环	49
2022-04-23	虹口	确诊	社会面	2
2022-04-23	虹口	确诊	转诊	31
2022-04-23	虹口	无症状	闭环	722
2022-04-23	虹口	无症状	社会面	15
2022-04-23	杨浦	确诊	闭环	31
2022-04-23	杨浦	确诊	社会面	6
2022-04-23	杨浦	确诊	转诊	5
2022-04-23	杨浦	无症状	闭环	1217
2022-04-23	杨浦	无症状	社会面	18
2022-04-23	宝山	确诊	闭环	126
2022-04-23	宝山	确诊	社会面	7
2022-04-23	宝山	确诊	转诊	2
2022-04-23	宝山	无症状	闭环	2721
2022-04-23	宝山	无症状	社会面	30
2022-04-23	闵行	确诊	闭环	72
2022-04-23	闵行	确诊	社会面	6
2022-04-23	闵行	确诊	转诊	30
2022-04-23	闵行	无症状	闭环	749
2022-04-23	闵行	无症状	社会面	20
2022-04-23	嘉定	确诊	闭环	61
2022-04-23	嘉定	确诊	社会面	2
2022-04-23	嘉定	确诊	转诊	10
2022-04-23	嘉定	无症状	闭环	670
2022-04-23	嘉定	无症状	社会面	8
2022-04-23	金山	确诊	闭环	0
2022-04-23	金山	确诊	社会面	0
2022-04-23	金山	确诊	转诊	0
2022-04-23	金山	无症状	闭环	43
2022-04-23	金山	无症状	社会面	1
2022-04-23	松江	确诊	闭环	29
2022-04-23	松江	确诊	社会面	1
2022-04-23	松江	确诊	转诊	2
2022-04-23	松江	无症状	闭环	738
2022-04-23	松江	无症状	社会面	3
2022-04-23	青浦	确诊	闭环	19
2022-04-23	青浦	确诊	社会面	6
2022-04-23	青浦	确诊	转诊	1
2022-04-23	青浦	无症状	闭环	361
2022-04-23	青浦	无症状	社会面	37
2022-04-23	奉贤	确诊	闭环	0
2022-04-23	奉贤	确诊	社会面	0
2022-04-23	奉贤	确诊	转诊	1
2022-04-23	奉贤	无症状	闭环	7
2022-04-23	奉贤	无症状	社会面	8
2022-04-23	崇明	确诊	闭环	25
2022-04-23	崇明	确诊	社会面	0
2022-04-23	崇明	确诊	转诊	1
2022-04-23	崇明	无症状	闭环	181
2022-04-23	崇明	无症状	社会面	1
2022-04-24	浦东	确诊	闭环	510
2022-04-24	浦东	确诊	社会面	21
2022-04-24	浦东	确诊	转诊	343
2022-04-24	浦东	无症状	闭环	5255
2022-04-24	浦东	无症状	社会面	52
2022-04-24	黄浦	确诊	闭环	173
2022-04-24	黄浦	确诊	社会面	2
2022-04-24	黄浦	确诊	转诊	142
2022-04-24	黄浦	无症状	闭环	1437
2022-04-24	黄浦	无症状	社会面	1
2022-04-24	静安	确诊	闭环	107
2022-04-24	静安	确诊	社会面	6
2022-04-24	静安	确诊	转诊	29
2022-04-24	静安	无症状	闭环	1546
2022-04-24	静安	无症状	社会面	14
2022-04-24	徐汇	确诊	闭环	120
2022-04-24	徐汇	确诊	社会面	7
2022-04-24	徐汇	确诊	转诊	101
2022-04-24	徐汇	无症状	闭环	1159
2022-04-24	徐汇	无症状	社会面	9
2022-04-24	长宁	确诊	闭环	63
2022-04-24	长宁	确诊	社会面	2
2022-04-24	长宁	确诊	转诊	11
2022-04-24	长宁	无症状	闭环	671
2022-04-24	长宁	无症状	社会面	2
2022-04-24	普陀	确诊	闭环	38
2022-04-24	普陀	确诊	社会面	0
2022-04-24	普陀	确诊	转诊	5
2022-04-24	普陀	无症状	闭环	431
2022-04-24	普陀	无症状	社会面	3
2022-04-24	虹口	确诊	闭环	97
2022-04-24	虹口	确诊	社会面	4
2022-04-24	虹口	确诊	转诊	5
2022-04-24	虹口	无症状	闭环	542
2022-04-24	虹口	无症状	社会面	7
2022-04-24	杨浦	确诊	闭环	51
2022-04-24	杨浦	确诊	社会面	4
2022-04-24	杨浦	确诊	转诊	20
2022-04-24	杨浦	无症状	闭环	1138
2022-04-24	杨浦	无症状	社会面	22
2022-04-24	宝山	确诊	闭环	123
2022-04-24	宝山	确诊	社会面	2
2022-04-24	宝山	确诊	转诊	10
2022-04-24	宝山	无症状	闭环	2356
2022-04-24	宝山	无症状	社会面	15
2022-04-24	闵行	确诊	闭环	83
2022-04-24	闵行	确诊	社会面	17
2022-04-24	闵行	确诊	转诊	43
2022-04-24	闵行	无症状	闭环	1070
2022-04-24	闵行	无症状	社会面	16
2022-04-24	嘉定	确诊	闭环	125
2022-04-24	嘉定	确诊	社会面	4
2022-04-24	嘉定	确诊	转诊	3
2022-04-24	嘉定	无症状	闭环	466
2022-04-24	嘉定	无症状	社会面	3
2022-04-24	金山	确诊	闭环	0
2022-04-24	金山	确诊	社会面	0
2022-04-24	金山	确诊	转诊	0
2022-04-24	金山	无症状	闭环	67
2022-04-24	金山	无症状	社会面	1
2022-04-24	松江	确诊	闭环	35
2022-04-24	松江	确诊	社会面	0
2022-04-24	松江	确诊	转诊	131
2022-04-24	松江	无症状	闭环	382
2022-04-24	松江	无症状	社会面	0
2022-04-24	青浦	确诊	闭环	5
2022-04-24	青浦	确诊	社会面	0
2022-04-24	青浦	确诊	转诊	3
2022-04-24	青浦	无症状	闭环	240
2022-04-24	青浦	无症状	社会面	3
2022-04-24	奉贤	确诊	闭环	0
2022-04-24	奉贤	确诊	社会面	0
2022-04-24	奉贤	确诊	转诊	0
2022-04-24	奉贤	无症状	闭环	7
2022-04-24	奉贤	无症状	社会面	0
2022-04-24	崇明	确诊	闭环	27
2022-04-24	崇明	确诊	社会面	0
2022-04-24	崇明	确诊	转诊	0
2022-04-24	崇明	无症状	闭环	68
2022-04-24	崇明	无症状	社会面	0
2022-04-25	浦东	确诊	闭环	26
2022-04-25	浦东	确诊	社会面	0
2022-04-25	浦东	确诊	转诊	266
2022-04-25	浦东	无症状	闭环	3571
2022-04-25	浦东	无症状	社会面	49
2022-04-25	黄浦	确诊	闭环	54
2022-04-25	黄浦	确诊	社会面	1
2022-04-25	黄浦	确诊	转诊	101
2022-04-25	黄浦	无症状	闭环	2515
2022-04-25	黄浦	无症状	社会面	0
2022-04-25	静安	确诊	闭环	30
2022-04-25	静安	确诊	社会面	1
2022-04-25	静安	确诊	转诊	100
2022-04-25	静安	无症状	闭环	883
2022-04-25	静安	无症状	社会面	2
2022-04-25	徐汇	确诊	闭环	36
2022-04-25	徐汇	确诊	社会面	0
2022-04-25	徐汇	确诊	转诊	173
2022-04-25	徐汇	无症状	闭环	1122
2022-04-25	徐汇	无症状	社会面	10
2022-04-25	长宁	确诊	闭环	43
2022-04-25	长宁	确诊	社会面	0
2022-04-25	长宁	确诊	转诊	54
2022-04-25	长宁	无症状	闭环	434
2022-04-25	长宁	无症状	社会面	3
2022-04-25	普陀	确诊	闭环	38
2022-04-25	普陀	确诊	社会面	0
2022-04-25	普陀	确诊	转诊	9
2022-04-25	普陀	无症状	闭环	367
2022-04-25	普陀	无症状	社会面	4
2022-04-25	虹口	确诊	闭环	83
2022-04-25	虹口	确诊	社会面	4
2022-04-25	虹口	确诊	转诊	51
2022-04-25	虹口	无症状	闭环	1122
2022-04-25	虹口	无症状	社会面	10
2022-04-25	杨浦	确诊	闭环	30
2022-04-25	杨浦	确诊	社会面	0
2022-04-25	杨浦	确诊	转诊	35
2022-04-25	杨浦	无症状	闭环	1113
2022-04-25	杨浦	无症状	社会面	66
2022-04-25	宝山	确诊	闭环	140
2022-04-25	宝山	确诊	社会面	11
2022-04-25	宝山	确诊	转诊	65
2022-04-25	宝山	无症状	闭环	1546
2022-04-25	宝山	无症状	社会面	24
2022-04-25	闵行	确诊	闭环	27
2022-04-25	闵行	确诊	社会面	1
2022-04-25	闵行	确诊	转诊	33
2022-04-25	闵行	无症状	闭环	650
2022-04-25	闵行	无症状	社会面	6
2022-04-25	嘉定	确诊	闭环	44
2022-04-25	嘉定	确诊	社会面	0
2022-04-25	嘉定	确诊	转诊	14
2022-04-25	嘉定	无症状	闭环	465
2022-04-25	嘉定	无症状	社会面	20
2022-04-25	金山	确诊	闭环	0
2022-04-25	金山	确诊	社会面	0
2022-04-25	金山	确诊	转诊	0
2022-04-25	金山	无症状	闭环	22
2022-04-25	金山	无症状	社会面	0
2022-04-25	松江	确诊	闭环	45
2022-04-25	松江	确诊	社会面	0
2022-04-25	松江	确诊	转诊	63
2022-04-25	松江	无症状	闭环	528
2022-04-25	松江	无症状	社会面	5
2022-04-25	青浦	确诊	闭环	42
2022-04-25	青浦	确诊	社会面	0
2022-04-25	青浦	确诊	转诊	2
2022-04-25	青浦	无症状	闭环	335
2022-04-25	青浦	无症状	社会面	0
2022-04-25	奉贤	确诊	闭环	1
2022-04-25	奉贤	确诊	社会面	0
2022-04-25	奉贤	确诊	转诊	2
2022-04-25	奉贤	无症状	闭环	9
2022-04-25	奉贤	无症状	社会面	0
2022-04-25	崇明	确诊	闭环	36
2022-04-25	崇明	确诊	社会面	0
2022-04-25	崇明	确诊	转诊	0
2022-04-25	崇明	无症状	闭环	438
2022-04-25	崇明	无症状	社会面	0
2022-04-26	浦东	确诊	闭环	78
2022-04-26	浦东	确诊	社会面	5
2022-04-26	浦东	确诊	转诊	123
2022-04-26	浦东	无症状	闭环	2436
2022-04-26	浦东	无症状	社会面	103
2022-04-26	黄浦	确诊	闭环	24
2022-04-26	黄浦	确诊	社会面	0
2022-04-26	黄浦	确诊	转诊	277
2022-04-26	黄浦	无症状	闭环	927
2022-04-26	黄浦	无症状	社会面	0
2022-04-26	静安	确诊	闭环	25
2022-04-26	静安	确诊	社会面	6
2022-04-26	静安	确诊	转诊	114
2022-04-26	静安	无症状	闭环	1246
2022-04-26	静安	无症状	社会面	3
2022-04-26	徐汇	确诊	闭环	30
2022-04-26	徐汇	确诊	社会面	1
2022-04-26	徐汇	确诊	转诊	142
2022-04-26	徐汇	无症状	闭环	716
2022-04-26	徐汇	无症状	社会面	15
2022-04-26	长宁	确诊	闭环	25
2022-04-26	长宁	确诊	社会面	0
2022-04-26	长宁	确诊	转诊	39
2022-04-26	长宁	无症状	闭环	354
2022-04-26	长宁	无症状	社会面	1
2022-04-26	普陀	确诊	闭环	23
2022-04-26	普陀	确诊	社会面	0
2022-04-26	普陀	确诊	转诊	81
2022-04-26	普陀	无症状	闭环	259
2022-04-26	普陀	无症状	社会面	2
2022-04-26	虹口	确诊	闭环	12
2022-04-26	虹口	确诊	社会面	0
2022-04-26	虹口	确诊	转诊	25
2022-04-26	虹口	无症状	闭环	1092
2022-04-26	虹口	无症状	社会面	7
2022-04-26	杨浦	确诊	闭环	24
2022-04-26	杨浦	确诊	社会面	0
2022-04-26	杨浦	确诊	转诊	23
2022-04-26	杨浦	无症状	闭环	1059
2022-04-26	杨浦	无症状	社会面	0
2022-04-26	宝山	确诊	闭环	19
2022-04-26	宝山	确诊	社会面	1
2022-04-26	宝山	确诊	转诊	275
2022-04-26	宝山	无症状	闭环	1658
2022-04-26	宝山	无症状	社会面	23
2022-04-26	闵行	确诊	闭环	48
2022-04-26	闵行	确诊	社会面	0
2022-04-26	闵行	确诊	转诊	23
2022-04-26	闵行	无症状	闭环	677
2022-04-26	闵行	无症状	社会面	1
2022-04-26	嘉定	确诊	闭环	23
2022-04-26	嘉定	确诊	社会面	0
2022-04-26	嘉定	确诊	转诊	66
2022-04-26	嘉定	无症状	闭环	345
2022-04-26	嘉定	无症状	社会面	0
2022-04-26	金山	确诊	闭环	1
2022-04-26	金山	确诊	社会面	0
2022-04-26	金山	确诊	转诊	1
2022-04-26	金山	无症状	闭环	25
2022-04-26	金山	无症状	社会面	1
2022-04-26	松江	确诊	闭环	0
2022-04-26	松江	确诊	社会面	0
2022-04-26	松江	确诊	转诊	29
2022-04-26	松江	无症状	闭环	256
2022-04-26	松江	无症状	社会面	2
2022-04-26	青浦	确诊	闭环	5
2022-04-26	青浦	确诊	社会面	0
2022-04-26	青浦	确诊	转诊	22
2022-04-26	青浦	无症状	闭环	284
2022-04-26	青浦	无症状	社会面	0
2022-04-26	奉贤	确诊	闭环	1
2022-04-26	奉贤	确诊	社会面	0
2022-04-26	奉贤	确诊	转诊	1
2022-04-26	奉贤	无症状	闭环	11
2022-04-26	奉贤	无症状	社会面	0
2022-04-26	崇明	确诊	闭环	2
2022-04-26	崇明	确诊	社会面	0
2022-04-26	崇明	确诊	转诊	12
2022-04-26	崇明	无症状	闭环	453
2022-04-26	崇明	无症状	社会面	0
2022-04-27	浦东	确诊	闭环	112
2022-04-27	浦东	确诊	社会面	0
2022-04-27	浦东	确诊	转诊	422
2022-04-27	浦东	无症状	闭环	2362
2022-04-27	浦东	无症状	社会面	97
2022-04-27	黄浦	确诊	闭环	88
2022-04-27	黄浦	确诊	社会面	0
2022-04-27	黄浦	确诊	转诊	47
2022-04-27	黄浦	无症状	闭环	1317
2022-04-27	黄浦	无症状	社会面	0
2022-04-27	静安	确诊	闭环	19
2022-04-27	静安	确诊	社会面	0
2022-04-27	静安	确诊	转诊	13
2022-04-27	静安	无症状	闭环	1042
2022-04-27	静安	无症状	社会面	15
2022-04-27	徐汇	确诊	闭环	59
2022-04-27	徐汇	确诊	社会面	2
2022-04-27	徐汇	确诊	转诊	151
2022-04-27	徐汇	无症状	闭环	334
2022-04-27	徐汇	无症状	社会面	6
2022-04-27	长宁	确诊	闭环	9
2022-04-27	长宁	确诊	社会面	0
2022-04-27	长宁	确诊	转诊	10
2022-04-27	长宁	无症状	闭环	170
2022-04-27	长宁	无症状	社会面	19
2022-04-27	普陀	确诊	闭环	11
2022-04-27	普陀	确诊	社会面	0
2022-04-27	普陀	确诊	转诊	13
2022-04-27	普陀	无症状	闭环	268
2022-04-27	普陀	无症状	社会面	9
2022-04-27	虹口	确诊	闭环	33
2022-04-27	虹口	确诊	社会面	0
2022-04-27	虹口	确诊	转诊	35
2022-04-27	虹口	无症状	闭环	1001
2022-04-27	虹口	无症状	社会面	22
2022-04-27	杨浦	确诊	闭环	35
2022-04-27	杨浦	确诊	社会面	0
2022-04-27	杨浦	确诊	转诊	25
2022-04-27	杨浦	无症状	闭环	466
2022-04-27	杨浦	无症状	社会面	0
2022-04-27	宝山	确诊	闭环	19
2022-04-27	宝山	确诊	社会面	0
2022-04-27	宝山	确诊	转诊	33
2022-04-27	宝山	无症状	闭环	1045
2022-04-27	宝山	无症状	社会面	18
2022-04-27	闵行	确诊	闭环	17
2022-04-27	闵行	确诊	社会面	0
2022-04-27	闵行	确诊	转诊	34
2022-04-27	闵行	无症状	闭环	268
2022-04-27	闵行	无症状	社会面	2
2022-04-27	嘉定	确诊	闭环	4
2022-04-27	嘉定	确诊	社会面	0
2022-04-27	嘉定	确诊	转诊	9
2022-04-27	嘉定	无症状	闭环	279
2022-04-27	嘉定	无症状	社会面	0
2022-04-27	金山	确诊	闭环	2
2022-04-27	金山	确诊	社会面	0
2022-04-27	金山	确诊	转诊	8
2022-04-27	金山	无症状	闭环	31
2022-04-27	金山	无症状	社会面	0
2022-04-27	松江	确诊	闭环	2
2022-04-27	松江	确诊	社会面	0
2022-04-27	松江	确诊	转诊	50
2022-04-27	松江	无症状	闭环	177
2022-04-27	松江	无症状	社会面	2
2022-04-27	青浦	确诊	闭环	1
2022-04-27	青浦	确诊	社会面	0
2022-04-27	青浦	确诊	转诊	3
2022-04-27	青浦	无症状	闭环	204
2022-04-27	青浦	无症状	社会面	0
2022-04-27	奉贤	确诊	闭环	0
2022-04-27	奉贤	确诊	社会面	0
2022-04-27	奉贤	确诊	转诊	0
2022-04-27	奉贤	无症状	闭环	3
2022-04-27	奉贤	无症状	社会面	0
