日期	区县	诊断	来源口径	计数
2022-04-03	徐汇	确诊	转诊	7
2022-04-03	徐汇	无症状	闭环	393
2022-04-03	徐汇	无症状	社会面	72
2022-04-03	长宁	确诊	闭环	1
2022-04-03	长宁	确诊	社会面	13
2022-04-03	长宁	确诊	转诊	0
2022-04-03	长宁	无症状	闭环	84
2022-04-03	长宁	无症状	社会面	6
2022-04-03	普陀	确诊	闭环	0
2022-04-03	普陀	确诊	社会面	21
2022-04-03	普陀	确诊	转诊	0
2022-04-03	普陀	无症状	闭环	243
2022-04-03	普陀	无症状	社会面	57
2022-04-03	虹口	确诊	闭环	0
2022-04-03	虹口	确诊	社会面	9
2022-04-03	虹口	确诊	转诊	2
2022-04-03	虹口	无症状	闭环	157
2022-04-03	虹口	无症状	社会面	20
2022-04-03	杨浦	确诊	闭环	0
2022-04-03	杨浦	确诊	社会面	29
2022-04-03	杨浦	确诊	转诊	1
2022-04-03	杨浦	无症状	闭环	314
2022-04-03	杨浦	无症状	社会面	30
2022-04-03	宝山	确诊	闭环	1
2022-04-03	宝山	确诊	社会面	22
2022-04-03	宝山	确诊	转诊	9
2022-04-03	宝山	无症状	闭环	371
2022-04-03	宝山	无症状	社会面	64
2022-04-03	闵行	确诊	闭环	0
2022-04-03	闵行	确诊	社会面	46
2022-04-03	闵行	确诊	转诊	22
2022-04-03	闵行	无症状	闭环	812
2022-04-03	闵行	无症状	社会面	60
2022-04-03	嘉定	确诊	闭环	0
2022-04-03	嘉定	确诊	社会面	9
2022-04-03	嘉定	确诊	转诊	5
2022-04-03	嘉定	无症状	闭环	383
2022-04-03	嘉定	无症状	社会面	18
2022-04-03	金山	确诊	闭环	0
2022-04-03	金山	确诊	社会面	4
2022-04-03	金山	确诊	转诊	0
2022-04-03	金山	无症状	闭环	92
2022-04-03	金山	无症状	社会面	7
2022-04-03	松江	确诊	闭环	0
2022-04-03	松江	确诊	社会面	0
2022-04-03	松江	确诊	转诊	6
2022-04-03	松江	无症状	闭环	234
2022-04-03	松江	无症状	社会面	23
2022-04-03	青浦	确诊	闭环	0
2022-04-03	青浦	确诊	社会面	2
2022-04-03	青浦	确诊	转诊	1
2022-04-03	青浦	无症状	闭环	224
2022-04-03	青浦	无症状	社会面	5
2022-04-03	奉贤	确诊	闭环	0
2022-04-03	奉贤	确诊	社会面	3
2022-04-03	奉贤	确诊	转诊	1
2022-04-03	奉贤	无症状	闭环	105
2022-04-03	奉贤	无症状	社会面	10
2022-04-03	崇明	确诊	闭环	0
2022-04-03	崇明	确诊	社会面	1
2022-04-03	崇明	确诊	转诊	0
2022-04-03	崇明	无症状	闭环	163
2022-04-03	崇明	无症状	社会面	1
2022-04-04	浦东	确诊	闭环	6
2022-04-04	浦东	确诊	社会面	197
2022-04-04	浦东	确诊	转诊	2
2022-04-04	浦东	无症状	闭环	6518
2022-04-04	浦东	无症状	社会面	348
2022-04-04	黄浦	确诊	闭环	1
2022-04-04	黄浦	确诊	社会面	7
2022-04-04	黄浦	确诊	转诊	0
2022-04-04	黄浦	无症状	闭环	933
2022-04-04	黄浦	无症状	社会面	29
2022-04-04	静安	确诊	闭环	0
2022-04-04	静安	确诊	社会面	1
2022-04-04	静安	确诊	转诊	0
2022-04-04	静安	无症状	闭环	44
2022-04-04	静安	无症状	社会面	5
2022-04-04	徐汇	确诊	闭环	0
2022-04-04	徐汇	确诊	社会面	8
2022-04-04	徐汇	确诊	转诊	0
2022-04-04	徐汇	无症状	闭环	1193
2022-04-04	徐汇	无症状	社会面	28
2022-04-04	长宁	确诊	闭环	0
2022-04-04	长宁	确诊	社会面	1
2022-04-04	长宁	确诊	转诊	0
2022-04-04	长宁	无症状	闭环	30
2022-04-04	长宁	无症状	社会面	2
2022-04-04	普陀	确诊	闭环	1
2022-04-04	普陀	确诊	社会面	3
2022-04-04	普陀	确诊	转诊	0
2022-04-04	普陀	无症状	闭环	240
2022-04-04	普陀	无症状	社会面	10
2022-04-04	虹口	确诊	闭环	2
2022-04-04	虹口	确诊	社会面	3
2022-04-04	虹口	确诊	转诊	0
2022-04-04	虹口	无症状	闭环	594
2022-04-04	虹口	无症状	社会面	9
2022-04-04	杨浦	确诊	闭环	1
2022-04-04	杨浦	确诊	社会面	9
2022-04-04	杨浦	确诊	转诊	0
2022-04-04	杨浦	无症状	闭环	200
2022-04-04	杨浦	无症状	社会面	10
2022-04-04	宝山	确诊	闭环	0
2022-04-04	宝山	确诊	社会面	1
2022-04-04	宝山	确诊	转诊	0
2022-04-04	宝山	无症状	闭环	262
2022-04-04	宝山	无症状	社会面	2
2022-04-04	闵行	确诊	闭环	1
2022-04-04	闵行	确诊	社会面	8
2022-04-04	闵行	确诊	转诊	2
2022-04-04	闵行	无症状	闭环	1339
2022-04-04	闵行	无症状	社会面	31
2022-04-04	嘉定	确诊	闭环	1
2022-04-04	嘉定	确诊	社会面	3
2022-04-04	嘉定	确诊	转诊	0
2022-04-04	嘉定	无症状	闭环	229
2022-04-04	嘉定	无症状	社会面	4
2022-04-04	金山	确诊	闭环	0
2022-04-04	金山	确诊	社会面	1
2022-04-04	金山	确诊	转诊	0
2022-04-04	金山	无症状	闭环	50
2022-04-04	金山	无症状	社会面	1
2022-04-04	松江	确诊	闭环	1
2022-04-04	松江	确诊	社会面	5
2022-04-04	松江	确诊	转诊	0
2022-04-04	松江	无症状	闭环	544
2022-04-04	松江	无症状	社会面	9
2022-04-04	青浦	确诊	闭环	0
2022-04-04	青浦	确诊	社会面	1
2022-04-04	青浦	确诊	转诊	0
2022-04-04	青浦	无症状	闭环	309
2022-04-04	青浦	无症状	社会面	4
2022-04-04	奉贤	确诊	闭环	0
2022-04-04	奉贤	确诊	社会面	2
2022-04-04	奉贤	确诊	转诊	0
2022-04-04	奉贤	无症状	闭环	60
2022-04-04	奉贤	无症状	社会面	2
2022-04-04	崇明	确诊	闭环	0
2022-04-04	崇明	确诊	社会面	0
2022-04-04	崇明	确诊	转诊	0
2022-04-04	崇明	无症状	闭环	47
2022-04-04	崇明	无症状	社会面	0
2022-04-05	浦东	确诊	闭环	1
2022-04-05	浦东	确诊	社会面	155
2022-04-05	浦东	确诊	转诊	6
2022-04-05	浦东	无症状	闭环	7752
2022-04-05	浦东	无症状	社会面	231
2022-04-05	黄浦	确诊	闭环	0
2022-04-05	黄浦	确诊	社会面	13
2022-04-05	黄浦	确诊	转诊	3
2022-04-05	黄浦	无症状	闭环	607
2022-04-05	黄浦	无症状	社会面	35
2022-04-05	静安	确诊	闭环	0
2022-04-05	静安	确诊	社会面	11
2022-04-05	静安	确诊	转诊	1
2022-04-05	静安	无症状	闭环	273
2022-04-05	静安	无症状	社会面	17
2022-04-05	徐汇	确诊	闭环	1
2022-04-05	徐汇	确诊	社会面	19
2022-04-05	徐汇	确诊	转诊	3
2022-04-05	徐汇	无症状	闭环	827
2022-04-05	徐汇	无症状	社会面	70
2022-04-05	长宁	确诊	闭环	0
2022-04-05	长宁	确诊	社会面	5
2022-04-05	长宁	确诊	转诊	1
2022-04-05	长宁	无症状	闭环	73
2022-04-05	长宁	无症状	社会面	5
2022-04-05	普陀	确诊	闭环	0
2022-04-05	普陀	确诊	社会面	6
2022-04-05	普陀	确诊	转诊	1
2022-04-05	普陀	无症状	闭环	467
2022-04-05	普陀	无症状	社会面	9
2022-04-05	虹口	确诊	闭环	0
2022-04-05	虹口	确诊	社会面	7
2022-04-05	虹口	确诊	转诊	1
2022-04-05	虹口	无症状	闭环	393
2022-04-05	虹口	无症状	社会面	9
2022-04-05	杨浦	确诊	闭环	0
2022-04-05	杨浦	确诊	社会面	10
2022-04-05	杨浦	确诊	转诊	1
2022-04-05	杨浦	无症状	闭环	586
2022-04-05	杨浦	无症状	社会面	26
2022-04-05	宝山	确诊	闭环	1
2022-04-05	宝山	确诊	社会面	5
2022-04-05	宝山	确诊	转诊	1
2022-04-05	宝山	无症状	闭环	533
2022-04-05	宝山	无症状	社会面	14
2022-04-05	闵行	确诊	闭环	0
2022-04-05	闵行	确诊	社会面	14
2022-04-05	闵行	确诊	转诊	9
2022-04-05	闵行	无症状	闭环	2863
2022-04-05	闵行	无症状	社会面	51
2022-04-05	嘉定	确诊	闭环	0
2022-04-05	嘉定	确诊	社会面	5
2022-04-05	嘉定	确诊	转诊	6
2022-04-05	嘉定	无症状	闭环	466
2022-04-05	嘉定	无症状	社会面	4
2022-04-05	金山	确诊	闭环	0
2022-04-05	金山	确诊	社会面	1
2022-04-05	金山	确诊	转诊	0
2022-04-05	金山	无症状	闭环	76
2022-04-05	金山	无症状	社会面	0
2022-04-05	松江	确诊	闭环	1
2022-04-05	松江	确诊	社会面	8
2022-04-05	松江	确诊	转诊	5
2022-04-05	松江	无症状	闭环	750
2022-04-05	松江	无症状	社会面	32
2022-04-05	青浦	确诊	闭环	0
2022-04-05	青浦	确诊	社会面	6
2022-04-05	青浦	确诊	转诊	0
2022-04-05	青浦	无症状	闭环	376
2022-04-05	青浦	无症状	社会面	2
2022-04-05	奉贤	确诊	闭环	0
2022-04-05	奉贤	确诊	社会面	2
2022-04-05	奉贤	确诊	转诊	0
2022-04-05	奉贤	无症状	闭环	138
2022-04-05	奉贤	无症状	社会面	4
2022-04-05	崇明	确诊	闭环	0
2022-04-05	崇明	确诊	社会面	0
2022-04-05	崇明	确诊	转诊	2
2022-04-05	崇明	无症状	闭环	76
2022-04-05	崇明	无症状	社会面	1
2022-04-06	浦东	确诊	闭环	4
2022-04-06	浦东	确诊	社会面	139
2022-04-06	浦东	确诊	转诊	8
2022-04-06	浦东	无症状	闭环	7955
2022-04-06	浦东	无症状	社会面	351
2022-04-06	黄浦	确诊	闭环	2
2022-04-06	黄浦	确诊	社会面	7
2022-04-06	黄浦	确诊	转诊	0
2022-04-06	黄浦	无症状	闭环	996
2022-04-06	黄浦	无症状	社会面	39
2022-04-06	静安	确诊	闭环	1
2022-04-06	静安	确诊	社会面	25
2022-04-06	静安	确诊	转诊	1
2022-04-06	静安	无症状	闭环	501
2022-04-06	静安	无症状	社会面	17
2022-04-06	徐汇	确诊	闭环	0
2022-04-06	徐汇	确诊	社会面	16
2022-04-06	徐汇	确诊	转诊	3
2022-04-06	徐汇	无症状	闭环	1059
2022-04-06	徐汇	无症状	社会面	29
2022-04-06	长宁	确诊	闭环	0
2022-04-06	长宁	确诊	社会面	30
2022-04-06	长宁	确诊	转诊	1
2022-04-06	长宁	无症状	闭环	305
2022-04-06	长宁	无症状	社会面	14
2022-04-06	普陀	确诊	闭环	1
2022-04-06	普陀	确诊	社会面	26
2022-04-06	普陀	确诊	转诊	0
2022-04-06	普陀	无症状	闭环	990
2022-04-06	普陀	无症状	社会面	16
2022-04-06	虹口	确诊	闭环	0
2022-04-06	虹口	确诊	社会面	1
2022-04-06	虹口	确诊	转诊	0
2022-04-06	虹口	无症状	闭环	613
2022-04-06	虹口	无症状	社会面	54
2022-04-06	杨浦	确诊	闭环	3
2022-04-06	杨浦	确诊	社会面	9
2022-04-06	杨浦	确诊	转诊	0
2022-04-06	杨浦	无症状	闭环	598
2022-04-06	杨浦	无症状	社会面	20
2022-04-06	宝山	确诊	闭环	0
2022-04-06	宝山	确诊	社会面	9
2022-04-06	宝山	确诊	转诊	0
2022-04-06	宝山	无症状	闭环	634
2022-04-06	宝山	无症状	社会面	17
2022-04-06	闵行	确诊	闭环	0
2022-04-06	闵行	确诊	社会面	20
2022-04-06	闵行	确诊	转诊	1
2022-04-06	闵行	无症状	闭环	2354
2022-04-06	闵行	无症状	社会面	34
2022-04-06	嘉定	确诊	闭环	0
2022-04-06	嘉定	确诊	社会面	5
2022-04-06	嘉定	确诊	转诊	1
2022-04-06	嘉定	无症状	闭环	1375
2022-04-06	嘉定	无症状	社会面	27
2022-04-06	金山	确诊	闭环	0
2022-04-06	金山	确诊	社会面	3
2022-04-06	金山	确诊	转诊	0
2022-04-06	金山	无症状	闭环	74
2022-04-06	金山	无症状	社会面	2
2022-04-06	松江	确诊	闭环	1
2022-04-06	松江	确诊	社会面	1
2022-04-06	松江	确诊	转诊	0
2022-04-06	松江	无症状	闭环	775
2022-04-06	松江	无症状	社会面	4
2022-04-06	青浦	确诊	闭环	0
2022-04-06	青浦	确诊	社会面	4
2022-04-06	青浦	确诊	转诊	0
2022-04-06	青浦	无症状	闭环	464
2022-04-06	青浦	无症状	社会面	2
2022-04-06	奉贤	确诊	闭环	0
2022-04-06	奉贤	确诊	社会面	0
2022-04-06	奉贤	确诊	转诊	0
2022-04-06	奉贤	无症状	闭环	272
2022-04-06	奉贤	无症状	社会面	6
2022-04-06	崇明	确诊	闭环	0
2022-04-06	崇明	确诊	社会面	0
2022-04-06	崇明	确诊	转诊	0
2022-04-06	崇明	无症状	闭环	62
2022-04-06	崇明	无症状	社会面	1
2022-04-07	浦东	确诊	闭环	1
2022-04-07	浦东	确诊	社会面	251
2022-04-07	浦东	确诊	转诊	55
2022-04-07	浦东	无症状	闭环	8319
2022-04-07	浦东	无症状	社会面	424
2022-04-07	黄浦	确诊	闭环	0
2022-04-07	黄浦	确诊	社会面	6
2022-04-07	黄浦	确诊	转诊	8
2022-04-07	黄浦	无症状	闭环	1321
2022-04-07	黄浦	无症状	社会面	45
2022-04-07	静安	确诊	闭环	0
2022-04-07	静安	确诊	社会面	5
2022-04-07	静安	确诊	转诊	17
2022-04-07	静安	无症状	闭环	352
2022-04-07	静安	无症状	社会面	7
2022-04-07	徐汇	确诊	闭环	0
2022-04-07	徐汇	确诊	社会面	12
2022-04-07	徐汇	确诊	转诊	31
2022-04-07	徐汇	无症状	闭环	2022
2022-04-07	徐汇	无症状	社会面	11
2022-04-07	长宁	确诊	闭环	0
2022-04-07	长宁	确诊	社会面	11
2022-04-07	长宁	确诊	转诊	18
2022-04-07	长宁	无症状	闭环	812
2022-04-07	长宁	无症状	社会面	11
2022-04-07	普陀	确诊	闭环	0
2022-04-07	普陀	确诊	社会面	6
2022-04-07	普陀	确诊	转诊	5
2022-04-07	普陀	无症状	闭环	925
2022-04-07	普陀	无症状	社会面	21
2022-04-07	虹口	确诊	闭环	0
2022-04-07	虹口	确诊	社会面	8
2022-04-07	虹口	确诊	转诊	18
2022-04-07	虹口	无症状	闭环	557
2022-04-07	虹口	无症状	社会面	11
2022-04-07	杨浦	确诊	闭环	0
2022-04-07	杨浦	确诊	社会面	8
2022-04-07	杨浦	确诊	转诊	21
2022-04-07	杨浦	无症状	闭环	559
2022-04-07	杨浦	无症状	社会面	13
2022-04-07	宝山	确诊	闭环	0
2022-04-07	宝山	确诊	社会面	4
2022-04-07	宝山	确诊	转诊	5
2022-04-07	宝山	无症状	闭环	401
2022-04-07	宝山	无症状	社会面	4
2022-04-07	闵行	确诊	闭环	1
2022-04-07	闵行	确诊	社会面	60
2022-04-07	闵行	确诊	转诊	34
2022-04-07	闵行	无症状	闭环	2131
2022-04-07	闵行	无症状	社会面	31
2022-04-07	嘉定	确诊	闭环	0
2022-04-07	嘉定	确诊	社会面	5
2022-04-07	嘉定	确诊	转诊	18
2022-04-07	嘉定	无症状	闭环	905
2022-04-07	嘉定	无症状	社会面	5
2022-04-07	金山	确诊	闭环	0
2022-04-07	金山	确诊	社会面	1
2022-04-07	金山	确诊	转诊	71
2022-04-07	金山	无症状	闭环	51
2022-04-07	金山	无症状	社会面	6
2022-04-07	松江	确诊	闭环	93
2022-04-07	松江	确诊	社会面	2
2022-04-07	松江	确诊	转诊	12
2022-04-07	松江	无症状	闭环	638
2022-04-07	松江	无症状	社会面	6
2022-04-07	青浦	确诊	闭环	0
2022-04-07	青浦	确诊	社会面	0
2022-04-07	青浦	确诊	转诊	4
2022-04-07	青浦	无症状	闭环	486
2022-04-07	青浦	无症状	社会面	3
2022-04-07	奉贤	确诊	闭环	26
2022-04-07	奉贤	确诊	社会面	1
2022-04-07	奉贤	确诊	转诊	4
2022-04-07	奉贤	无症状	闭环	60
2022-04-07	奉贤	无症状	社会面	1
2022-04-07	崇明	确诊	闭环	0
2022-04-07	崇明	确诊	社会面	0
2022-04-07	崇明	确诊	转诊	2
2022-04-07	崇明	无症状	闭环	259
2022-04-07	崇明	无症状	社会面	1
2022-04-08	浦东	确诊	闭环	133
2022-04-08	浦东	确诊	社会面	172
2022-04-08	浦东	确诊	转诊	43
2022-04-08	浦东	无症状	闭环	6622
2022-04-08	浦东	无症状	社会面	316
2022-04-08	黄浦	确诊	闭环	0
2022-04-08	黄浦	确诊	社会面	7
2022-04-08	黄浦	确诊	转诊	34
2022-04-08	黄浦	无症状	闭环	2532
2022-04-08	黄浦	无症状	社会面	34
2022-04-08	静安	确诊	闭环	2
2022-04-08	静安	确诊	社会面	23
2022-04-08	静安	确诊	转诊	17
2022-04-08	静安	无症状	闭环	598
2022-04-08	静安	无症状	社会面	25
2022-04-08	徐汇	确诊	闭环	56
2022-04-08	徐汇	确诊	社会面	20
2022-04-08	徐汇	确诊	转诊	38
2022-04-08	徐汇	无症状	闭环	1314
2022-04-08	徐汇	无症状	社会面	201
2022-04-08	长宁	确诊	闭环	0
2022-04-08	长宁	确诊	社会面	9
2022-04-08	长宁	确诊	转诊	11
2022-04-08	长宁	无症状	闭环	591
2022-04-08	长宁	无症状	社会面	3
2022-04-08	普陀	确诊	闭环	1
2022-04-08	普陀	确诊	社会面	8
2022-04-08	普陀	确诊	转诊	12
2022-04-08	普陀	无症状	闭环	1026
2022-04-08	普陀	无症状	社会面	47
2022-04-08	虹口	确诊	闭环	0
2022-04-08	虹口	确诊	社会面	2
2022-04-08	虹口	确诊	转诊	16
2022-04-08	虹口	无症状	闭环	355
2022-04-08	虹口	无症状	社会面	5
2022-04-08	杨浦	确诊	闭环	0
2022-04-08	杨浦	确诊	社会面	5
2022-04-08	杨浦	确诊	转诊	7
2022-04-08	杨浦	无症状	闭环	671
2022-04-08	杨浦	无症状	社会面	18
2022-04-08	宝山	确诊	闭环	1
2022-04-08	宝山	确诊	社会面	6
2022-04-08	宝山	确诊	转诊	22
2022-04-08	宝山	无症状	闭环	2777
2022-04-08	宝山	无症状	社会面	15
2022-04-08	闵行	确诊	闭环	0
2022-04-08	闵行	确诊	社会面	23
2022-04-08	闵行	确诊	转诊	39
2022-04-08	闵行	无症状	闭环	2753
2022-04-08	闵行	无症状	社会面	39
2022-04-08	嘉定	确诊	闭环	12
2022-04-08	嘉定	确诊	社会面	3
2022-04-08	嘉定	确诊	转诊	101
2022-04-08	嘉定	无症状	闭环	1362
2022-04-08	嘉定	无症状	社会面	27
2022-04-08	金山	确诊	闭环	0
2022-04-08	金山	确诊	社会面	2
2022-04-08	金山	确诊	转诊	43
2022-04-08	金山	无症状	闭环	40
2022-04-08	金山	无症状	社会面	5
2022-04-08	松江	确诊	闭环	87
2022-04-08	松江	确诊	社会面	4
2022-04-08	松江	确诊	转诊	17
2022-04-08	松江	无症状	闭环	648
2022-04-08	松江	无症状	社会面	15
2022-04-08	青浦	确诊	闭环	9
2022-04-08	青浦	确诊	社会面	7
2022-04-08	青浦	确诊	转诊	8
2022-04-08	青浦	无症状	闭环	316
2022-04-08	青浦	无症状	社会面	2
2022-04-08	奉贤	确诊	闭环	0
2022-04-08	奉贤	确诊	社会面	1
2022-04-08	奉贤	确诊	转诊	11
2022-04-08	奉贤	无症状	闭环	83
2022-04-08	奉贤	无症状	社会面	2
2022-04-08	崇明	确诊	闭环	0
2022-04-08	崇明	确诊	社会面	2
2022-04-08	崇明	确诊	转诊	1
2022-04-08	崇明	无症状	闭环	165
2022-04-08	崇明	无症状	社会面	2
2022-04-09	浦东	确诊	闭环	92
2022-04-09	浦东	确诊	社会面	380
2022-04-09	浦东	确诊	转诊	45
2022-04-09	浦东	无症状	闭环	10312
2022-04-09	浦东	无症状	社会面	301
2022-04-09	黄浦	确诊	闭环	59
2022-04-09	黄浦	确诊	社会面	31
2022-04-09	黄浦	确诊	转诊	11
2022-04-09	黄浦	无症状	闭环	444
2022-04-09	黄浦	无症状	社会面	3
2022-04-09	静安	确诊	闭环	3
2022-04-09	静安	确诊	社会面	21
2022-04-09	静安	确诊	转诊	1
2022-04-09	静安	无症状	闭环	559
2022-04-09	静安	无症状	社会面	18
2022-04-09	徐汇	确诊	闭环	0
2022-04-09	徐汇	确诊	社会面	28
2022-04-09	徐汇	确诊	转诊	16
2022-04-09	徐汇	无症状	闭环	1056
2022-04-09	徐汇	无症状	社会面	50
2022-04-09	长宁	确诊	闭环	6
2022-04-09	长宁	确诊	社会面	17
2022-04-09	长宁	确诊	转诊	3
2022-04-09	长宁	无症状	闭环	716
2022-04-09	长宁	无症状	社会面	15
2022-04-09	普陀	确诊	闭环	0
2022-04-09	普陀	确诊	社会面	20
2022-04-09	普陀	确诊	转诊	4
2022-04-09	普陀	无症状	闭环	614
2022-04-09	普陀	无症状	社会面	15
2022-04-09	虹口	确诊	闭环	0
2022-04-09	虹口	确诊	社会面	5
2022-04-09	虹口	确诊	转诊	7
2022-04-09	虹口	无症状	闭环	306
2022-04-09	虹口	无症状	社会面	31
2022-04-09	杨浦	确诊	闭环	0
2022-04-09	杨浦	确诊	社会面	19
2022-04-09	杨浦	确诊	转诊	13
2022-04-09	杨浦	无症状	闭环	1040
2022-04-09	杨浦	无症状	社会面	8
2022-04-09	宝山	确诊	闭环	2
2022-04-09	宝山	确诊	社会面	23
2022-04-09	宝山	确诊	转诊	11
2022-04-09	宝山	无症状	闭环	2211
2022-04-09	宝山	无症状	社会面	14
2022-04-09	闵行	确诊	闭环	37
2022-04-09	闵行	确诊	社会面	31
2022-04-09	闵行	确诊	转诊	20
2022-04-09	闵行	无症状	闭环	4490
2022-04-09	闵行	无症状	社会面	46
2022-04-09	嘉定	确诊	闭环	7
2022-04-09	嘉定	确诊	社会面	6
2022-04-09	嘉定	确诊	转诊	8
2022-04-09	嘉定	无症状	闭环	341
2022-04-09	嘉定	无症状	社会面	7
2022-04-09	金山	确诊	闭环	20
2022-04-09	金山	确诊	社会面	1
2022-04-09	金山	确诊	转诊	23
2022-04-09	金山	无症状	闭环	21
2022-04-09	金山	无症状	社会面	3
2022-04-09	松江	确诊	闭环	0
2022-04-09	松江	确诊	社会面	1
2022-04-09	松江	确诊	转诊	9
2022-04-09	松江	无症状	闭环	482
2022-04-09	松江	无症状	社会面	8
2022-04-09	青浦	确诊	闭环	0
2022-04-09	青浦	确诊	社会面	2
2022-04-09	青浦	确诊	转诊	7
2022-04-09	青浦	无症状	闭环	547
2022-04-09	青浦	无症状	社会面	1
2022-04-09	奉贤	确诊	闭环	0
2022-04-09	奉贤	确诊	社会面	1
2022-04-09	奉贤	确诊	转诊	12
2022-04-09	奉贤	无症状	闭环	106
2022-04-09	奉贤	无症状	社会面	5
2022-04-09	崇明	确诊	闭环	2
2022-04-09	崇明	确诊	社会面	1
2022-04-09	崇明	确诊	转诊	1
2022-04-09	崇明	无症状	闭环	167
2022-04-09	崇明	无症状	社会面	0
2022-04-10	浦东	确诊	闭环	82
2022-04-10	浦东	确诊	社会面	127
2022-04-10	浦东	确诊	转诊	3
2022-04-10	浦东	无症状	闭环	6169
2022-04-10	浦东	无症状	社会面	351
2022-04-10	黄浦	确诊	闭环	12
2022-04-10	黄浦	确诊	社会面	20
2022-04-10	黄浦	确诊	转诊	4
2022-04-10	黄浦	无症状	闭环	1564
2022-04-10	黄浦	无症状	社会面	161
2022-04-10	静安	确诊	闭环	0
2022-04-10	静安	确诊	社会面	27
2022-04-10	静安	确诊	转诊	2
2022-04-10	静安	无症状	闭环	560
2022-04-10	静安	无症状	社会面	14
2022-04-10	徐汇	确诊	闭环	18
2022-04-10	徐汇	确诊	社会面	26
2022-04-10	徐汇	确诊	转诊	2
2022-04-10	徐汇	无症状	闭环	2922
2022-04-10	徐汇	无症状	社会面	235
2022-04-10	长宁	确诊	闭环	0
2022-04-10	长宁	确诊	社会面	4
2022-04-10	长宁	确诊	转诊	1
2022-04-10	长宁	无症状	闭环	376
2022-04-10	长宁	无症状	社会面	6
2022-04-10	普陀	确诊	闭环	0
2022-04-10	普陀	确诊	社会面	6
2022-04-10	普陀	确诊	转诊	1
2022-04-10	普陀	无症状	闭环	942
2022-04-10	普陀	无症状	社会面	52
2022-04-10	虹口	确诊	闭环	0
2022-04-10	虹口	确诊	社会面	6
2022-04-10	虹口	确诊	转诊	0
2022-04-10	虹口	无症状	闭环	1206
2022-04-10	虹口	无症状	社会面	26
2022-04-10	杨浦	确诊	闭环	54
2022-04-10	杨浦	确诊	社会面	7
2022-04-10	杨浦	确诊	转诊	0
2022-04-10	杨浦	无症状	闭环	1804
2022-04-10	杨浦	无症状	社会面	12
2022-04-10	宝山	确诊	闭环	3
2022-04-10	宝山	确诊	社会面	16
2022-04-10	宝山	确诊	转诊	2
2022-04-10	宝山	无症状	闭环	1804
2022-04-10	宝山	无症状	社会面	14
2022-04-10	闵行	确诊	闭环	46
2022-04-10	闵行	确诊	社会面	46
2022-04-10	闵行	确诊	转诊	10
2022-04-10	闵行	无症状	闭环	3047
2022-04-10	闵行	无症状	社会面	40
2022-04-10	嘉定	确诊	闭环	45
2022-04-10	嘉定	确诊	社会面	4
2022-04-10	嘉定	确诊	转诊	22
2022-04-10	嘉定	无症状	闭环	1324
2022-04-10	嘉定	无症状	社会面	10
2022-04-10	金山	确诊	闭环	14
2022-04-10	金山	确诊	社会面	1
2022-04-10	金山	确诊	转诊	0
2022-04-10	金山	无症状	闭环	38
2022-04-10	金山	无症状	社会面	4
2022-04-10	松江	确诊	闭环	282
2022-04-10	松江	确诊	社会面	9
2022-04-10	松江	确诊	转诊	0
2022-04-10	松江	无症状	闭环	1530
2022-04-10	松江	无症状	社会面	4
2022-04-10	青浦	确诊	闭环	0
2022-04-10	青浦	确诊	社会面	1
2022-04-10	青浦	确诊	转诊	0
2022-04-10	青浦	无症状	闭环	868
2022-04-10	青浦	无症状	社会面	8
2022-04-10	奉贤	确诊	闭环	8
2022-04-10	奉贤	确诊	社会面	3
2022-04-10	奉贤	确诊	转诊	0
2022-04-10	奉贤	无症状	闭环	23
2022-04-10	奉贤	无症状	社会面	4
2022-04-10	崇明	确诊	闭环	0
2022-04-10	崇明	确诊	社会面	0
2022-04-10	崇明	确诊	转诊	0
2022-04-10	崇明	无症状	闭环	53
2022-04-10	崇明	无症状	社会面	2
2022-04-11	浦东	确诊	闭环	286
2022-04-11	浦东	确诊	社会面	144
2022-04-11	浦东	确诊	转诊	63
2022-04-11	浦东	无症状	闭环	7537
2022-04-11	浦东	无症状	社会面	276
2022-04-11	黄浦	确诊	闭环	87
2022-04-11	黄浦	确诊	社会面	10
2022-04-11	黄浦	确诊	转诊	20
2022-04-11	黄浦	无症状	闭环	2057
2022-04-11	黄浦	无症状	社会面	49
2022-04-11	静安	确诊	闭环	0
2022-04-11	静安	确诊	社会面	9
2022-04-11	静安	确诊	转诊	11
2022-04-11	静安	无症状	闭环	517
2022-04-11	静安	无症状	社会面	15
2022-04-11	徐汇	确诊	闭环	3
2022-04-11	徐汇	确诊	社会面	14
2022-04-11	徐汇	确诊	转诊	31
2022-04-11	徐汇	无症状	闭环	1678
2022-04-11	徐汇	无症状	社会面	45
2022-04-11	长宁	确诊	闭环	9
2022-04-11	长宁	确诊	社会面	5
2022-04-11	长宁	确诊	转诊	11
2022-04-11	长宁	无症状	闭环	364
2022-04-11	长宁	无症状	社会面	4
2022-04-11	普陀	确诊	闭环	0
2022-04-11	普陀	确诊	社会面	16
2022-04-11	普陀	确诊	转诊	21
2022-04-11	普陀	无症状	闭环	1815
2022-04-11	普陀	无症状	社会面	26
2022-04-11	虹口	确诊	闭环	4
2022-04-11	虹口	确诊	社会面	14
2022-04-11	虹口	确诊	转诊	7
2022-04-11	虹口	无症状	闭环	1344
2022-04-11	虹口	无症状	社会面	6
2022-04-11	杨浦	确诊	闭环	0
